@relation x3

@attribute x numeric
@attribute y numeric
@attribute class {1,2}

@data
0.476,1.42,2
-0.00148,0.249,2
2.17,-0.864,2
0.165,1.79,2
0.981,0.248,2
1.51,0.779,2
3.11,0.788,2
1.6,0.769,2
-0.363,-0.602,2
0.87,-1.09,2
-0.376,-0.0136,2
-0.19,1.33,2
-0.922,1.63,2
-0.811,0.00424,2
0.43,0.203,2
-1.31,1.8,2
0.271,1.29,2
0.868,-0.0414,2
-0.219,0.848,2
-0.000448,1.22,2
1.08,-0.832,2
-1.47,1.2,2
0.294,0.879,2
0.182,-0.108,2
-0.695,-0.223,2
0.43,1.6,2
1.97,-0.431,2
0.0287,-0.955,2
1.1,0.148,2
1.65,0.898,2
0.826,0.271,2
-0.772,2.09,2
0.782,1.98,2
-0.237,1.18,2
0.999,0.0722,2
2.53,-0.648,2
1.56,0.925,2
-0.0659,-0.956,2
1.34,-1.5,2
0.762,0.471,2
1.31,0.489,2
-0.559,0.62,2
-0.48,1.86,2
0.357,-0.308,2
0.818,0.501,2
-0.673,1.29,2
2.25,0.95,2
1.83,-0.0652,2
-1.01,1.35,2
-0.25,1.33,2
0.442,0.7,2
1.16,-0.135,2
1.38,2.9,2
0.669,0.324,2
0.0319,-0.425,2
-2.17,0.604,2
1.15,0.474,2
0.852,-1.34,2
-1.06,0.886,2
-1.55,1.66,2
1.15,0.44,2
-0.71,0.71,2
0.418,0.354,2
0.21,0.119,2
1.07,0.0517,2
1.16,1.1,2
1.6,0.988,2
2.27,0.474,2
1.46,-0.86,2
0.403,-1.04,2
0.424,0.697,2
0.91,0.376,2
2.7,0.511,2
1.08,1.53,2
1.97,-0.649,2
-0.127,-0.764,2
